Product_Name,Size,Milk,Whip,Serving_Size_ml,Calories,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Cholesterol_mg,Sodium_mg,Carbohydrates_g,Dietary_Fiber_g,Sugar_g,Protein_g,Vitamin_A_%DV,Vitamin_C_%DV,Calcium_%DV,Iron_%DV,Caffiene_milligrams
Iced Caramel Macchiato,Tall,Whole,No Whip,354,200,8,4.5,0.2,25,100,26,0,24,7,10,0,20,0,75
Iced Caramel Macchiato,Tall,Soy,No Whip,354,160,4.5,1.5,0,5,90,22,1,19,6,10,0,25,10,75
Iced Caramel Macchiato,Tall,Coconut,No Whip,354,140,6,5,0,5,95,23,0,21,1,2,0,0,0,75
Iced Caramel Macchiato,Grande,Nonfat,No Whip,473,210,2,1.5,0,10,135,37,0,35,10,20,0,30,0,150
Iced Caramel Macchiato,Grande,2%,No Whip,473,250,7,4.5,0.2,25,150,37,0,34,10,15,0,30,0,150
Iced Caramel Macchiato,Grande,Whole,No Whip,473,280,11,6,0.3,35,140,37,0,34,9,15,0,30,0,150
Iced Caramel Macchiato,Grande,Soy,No Whip,473,220,6,2,0,5,125,32,1,28,8,15,0,30,15,150
Iced Caramel Macchiato,Grande,Coconut,No Whip,473,210,8,7,0,5,130,33,0,30,1,2,0,2,0,150
Iced Caramel Macchiato,Venti®,Nonfat,No Whip,709,290,2.5,1.5,0,15,180,53,0,50,14,25,0,45,0,225
Iced Caramel Macchiato,Venti®,2%,No Whip,709,350,9,6,0.3,35,200,53,0,49,13,25,2,40,0,225
Iced Caramel Macchiato,Venti®,Whole,No Whip,709,390,14,8,0.4,45,190,53,0,49,13,20,0,40,0,225
Iced Caramel Macchiato,Venti®,Soy,No Whip,709,310,8,2,0,5,170,47,1,40,11,15,0,45,20,225
Iced Caramel Macchiato,Venti®,Coconut,No Whip,709,290,10,9,0,5,170,47,0,43,2,2,0,2,0,225
Cinnamon Dolce Latte,Short,Nonfat,No Whip,236,100,0.1,0.1,0,5,70,20,0,19,6,10,0,20,0,75
Cinnamon Dolce Latte,Short,Nonfat,Whip,236,160,5,3.5,0.2,20,75,22,0,21,6,15,0,20,0,75
Cinnamon Dolce Latte,Short,2%,No Whip,236,130,3,1.5,0.1,15,75,20,0,19,6,8,0,15,0,75
Cinnamon Dolce Latte,Short,2%,Whip,236,180,8,5,0.2,30,80,22,0,20,6,15,0,20,0,75
Cinnamon Dolce Latte,Short,Whole,No Whip,236,150,5,3,0.2,15,70,20,0,19,5,8,0,15,0,75
Cinnamon Dolce Latte,Short,Whole,Whip,236,200,10,6,0.3,35,75,22,0,20,6,15,0,15,0,75
Cinnamon Dolce Latte,Short,Soy,No Whip,236,110,2.5,0.3,0,0,60,17,1,15,5,6,0,20,8,75
Cinnamon Dolce Latte,Short,Soy,Whip,236,170,8,3.5,0.2,20,65,19,1,16,5,10,0,20,8,75
Cinnamon Dolce Latte,Short,Coconut,No Whip,236,110,3.5,3.5,0,0,70,18,0,17,1,0,0,0,0,75
Cinnamon Dolce Latte,Short,Coconut,Whip,236,160,9,7,0.2,20,75,20,0,19,1,6,0,2,0,75
Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354,160,0.2,0.1,0,5,110,31,0,30,9,15,0,30,0,75
Cinnamon Dolce Latte,Tall,Nonfat,Whip,354,220,6,4,0.2,30,115,33,0,31,9,25,0,30,0,75
Cinnamon Dolce Latte,Tall,2%,No Whip,354,200,5,2.5,0.2,20,125,30,0,29,9,15,0,30,0,75
Cinnamon Dolce Latte,Tall,2%,Whip,354,270,11,6,0.3,45,130,32,0,31,9,20,2,30,0,75
Cinnamon Dolce Latte,Tall,Whole,No Whip,354,230,8,5,0.3,25,110,30,0,29,8,10,0,25,0,75
Cinnamon Dolce Latte,Tall,Whole,Whip,354,290,14,9,0.4,50,120,32,0,31,9,20,0,30,0,75
Cinnamon Dolce Latte,Tall,Soy,No Whip,354,170,4,0.5,0,0,95,26,1,23,7,10,0,30,15,75
Cinnamon Dolce Latte,Tall,Soy,Whip,354,240,10,4.5,0.2,20,100,28,1,25,8,15,0,30,15,75
Cinnamon Dolce Latte,Tall,Coconut,No Whip,354,160,6,6,0,0,110,27,0,26,1,0,0,0,0,75
Cinnamon Dolce Latte,Tall,Coconut,Whip,354,230,12,9,0.2,20,115,29,0,28,1,6,0,2,0,75
Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473,210,0.3,0.2,0,5,135,40,0,38,11,20,0,35,0,150
Cinnamon Dolce Latte,Grande,Nonfat,Whip,473,280,7,4.5,0.2,30,140,43,0,40,12,25,0,35,0,150
Cinnamon Dolce Latte,Grande,2%,No Whip,473,260,6,3,0.2,25,150,40,0,38,11,20,2,35,0,150
Cinnamon Dolce Latte,Grande,2%,Whip,473,330,13,8,0.4,50,160,42,0,40,12,25,2,35,0,150
Cinnamon Dolce Latte,Grande,Whole,No Whip,473,300,10,6,0.3,30,140,40,0,38,11,15,0,35,0,150
Cinnamon Dolce Latte,Grande,Whole,Whip,473,370,17,10,0.5,60,150,42,0,40,11,25,0,35,0,150
Cinnamon Dolce Latte,Grande,Soy,No Whip,473,220,5,0.5,0,0,120,34,1,30,9,10,0,35,15,150
Cinnamon Dolce Latte,Grande,Soy,Whip,473,300,12,5,0.2,25,125,37,1,32,10,20,0,35,15,150
Cinnamon Dolce Latte,Grande,Coconut,No Whip,473,210,7,7,0,0,140,36,0,33,1,0,0,0,0,150
Cinnamon Dolce Latte,Grande,Coconut,Whip,473,290,14,11,0.2,25,150,38,0,36,2,8,0,2,0,150
Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,591,270,0.3,0.2,0,10,180,51,0,49,15,25,0,45,0,150
Cinnamon Dolce Latte,Venti®,Nonfat,Whip,591,340,7,4.5,0.2,35,190,54,0,51,15,35,0,50,2,150
Cinnamon Dolce Latte,Venti®,2%,No Whip,591,330,8,4,0.2,35,200,50,0,48,15,25,2,45,0,150
Cinnamon Dolce Latte,Venti®,2%,Whip,591,410,15,9,0.5,60,210,53,0,50,15,30,2,45,0,150
Cinnamon Dolce Latte,Venti®,Whole,No Whip,591,380,14,8,0.4,40,180,50,0,48,14,20,0,45,0,150
Cinnamon Dolce Latte,Venti®,Whole,Whip,591,450,21,12,0.5,70,190,53,0,50,14,30,0,45,2,150
Cinnamon Dolce Latte,Venti®,Soy,No Whip,591,280,6,1,0,0,160,43,2,38,12,15,0,45,20,150
Cinnamon Dolce Latte,Venti®,Soy,Whip,591,360,13,5,0.2,25,160,46,2,40,12,25,0,50,20,150
Cinnamon Dolce Latte,Venti®,Coconut,No Whip,591,270,10,9,0,0,180,45,0,42,2,0,0,0,0,150
Cinnamon Dolce Latte,Venti®,Coconut,Whip,591,350,17,14,0.2,25,190,47,0,45,2,8,0,2,0,150
Flat White,Short,Nonfat,No Whip,236,60,0.1,0.1,0,5,70,9,0,8,6,10,0,20,0,130
Flat White,Short,2%,No Whip,236,90,3.5,2,0.1,15,80,9,0,8,6,10,0,20,0,130
Flat White,Short,Whole,No Whip,236,110,5,3,0.2,15,70,9,0,8,6,8,0,15,0,130
Flat White,Short,Soy,No Whip,236,70,2.5,0.3,0,0,65,6,1,4,5,6,0,20,8,130
Flat White,Short,Coconut,No Whip,236,60,4,3.5,0,0,70,7,0,5,1,0,0,0,0,130
Flat White,Tall,Nonfat,No Whip,354,100,0.2,0.2,0,5,115,15,0,13,10,15,0,30,0,130
Flat White,Tall,2%,No Whip,354,140,5,3.5,0.2,20,130,14,0,13,9,15,0,30,0,130
Flat White,Tall,Whole,No Whip,354,170,9,5,0.3,25,115,14,0,13,9,15,0,30,0,130
Flat White,Tall,Soy,No Whip,354,110,4,0.5,0,0,100,10,1,6,8,10,0,30,15,130
Flat White,Tall,Coconut,No Whip,354,100,6,6,0,0,110,11,0,9,1,0,0,0,0,130
Flat White,Grande,Nonfat,No Whip,473,130,0.3,0.2,0,5,150,19,0,17,12,20,0,40,0,195
Flat White,Grande,2%,No Whip,473,180,7,4.5,0.3,30,160,18,0,17,12,20,2,40,0,195
Flat White,Grande,Whole,No Whip,473,220,11,7,0.3,35,150,18,0,17,12,15,0,35,0,195
Flat White,Grande,Soy,No Whip,473,150,5,0.5,0,0,130,13,1,8,10,15,0,40,20,195
Flat White,Grande,Coconut,No Whip,473,130,8,7,0,0,140,14,0,11,1,0,0,0,0,195
Flat White,Venti®,Nonfat,No Whip,591,170,0.4,0.3,0,10,190,24,0,23,16,30,0,50,0,195
Flat White,Venti®,2%,No Whip,591,240,9,6,0.4,35,220,24,0,22,16,25,2,50,0,195
Flat White,Venti®,Whole,No Whip,591,290,15,9,0.4,45,200,24,0,22,15,20,0,45,0,195
Flat White,Venti®,Soy,No Whip,591,190,7,1,0,0,170,16,2,11,13,20,0,50,25,195
Flat White,Venti®,Coconut,No Whip,591,170,10,10,0,0,190,18,0,15,2,0,0,0,0,195
Latte Macchiato,Short,Nonfat,No Whip,236,60,0.1,0.1,0,5,70,10,0,8,6,10,0,20,0,150
Latte Macchiato,Short,2%,No Whip,236,90,3.5,2,0.1,15,80,9,0,8,6,10,0,20,0,150
Latte Macchiato,Short,Whole,No Whip,236,110,5,3,0.2,15,70,9,0,8,6,8,0,15,0,150
Latte Macchiato,Short,Soy,No Whip,236,70,2.5,0.3,0,0,60,7,1,4,5,6,0,20,8,150
Latte Macchiato,Short,Coconut,No Whip,236,70,3.5,3.5,0,0,70,7,0,5,1,0,0,0,0,150
Latte Macchiato,Tall,Nonfat,No Whip,354,100,0.2,0.2,0,5,115,15,0,13,10,15,0,30,0,150
Latte Macchiato,Tall,2%,No Whip,354,140,5,3.5,0.2,20,130,15,0,13,9,15,0,30,0,150
Latte Macchiato,Tall,Whole,No Whip,354,170,9,5,0.3,25,115,15,0,13,9,15,0,30,0,150
Latte Macchiato,Tall,Soy,No Whip,354,110,4,0.5,0,0,100,10,1,6,8,10,0,30,15,150
Latte Macchiato,Tall,Coconut,No Whip,354,100,6,6,0,0,110,11,0,9,1,0,0,0,0,150
Latte Macchiato,Grande,Nonfat,No Whip,473,130,0.3,0.2,0,5,150,19,0,17,12,20,0,40,0,225
Latte Macchiato,Grande,2%,No Whip,473,190,7,4.5,0.3,30,160,19,0,17,12,20,2,40,0,225
Latte Macchiato,Grande,Whole,No Whip,473,220,11,6,0.3,35,150,19,0,17,12,15,0,35,0,225
Latte Macchiato,Grande,Soy,No Whip,473,140,5,0.5,0,0,125,13,1,8,10,15,0,40,15,225
Latte Macchiato,Grande,Coconut,No Whip,473,130,8,7,0,0,140,14,0,11,2,0,0,0,0,225
Latte Macchiato,Venti®,Nonfat,No Whip,591,170,0.4,0.3,0,10,190,25,0,23,16,30,0,50,0,225
Latte Macchiato,Venti®,2%,No Whip,591,240,9,6,0.4,35,210,24,0,22,16,25,2,50,0,225
Latte Macchiato,Venti®,Whole,No Whip,591,290,15,8,0.4,45,200,24,0,22,15,20,0,45,0,225
Latte Macchiato,Venti®,Soy,No Whip,591,190,7,1,0,0,170,16,2,10,13,15,0,50,20,225
Latte Macchiato,Venti®,Coconut,No Whip,591,170,10,10,0,0,190,18,0,15,2,0,0,0,0,225
Skinny Cinnamon Dolce Latte,Short,Nonfat,No Whip,236,60,0.1,0.1,0,5,80,9,0,8,6,10,0,20,0,75
Skinny Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354,100,0.2,0.1,0,5,125,14,0,13,9,15,0,30,0,75
Skinny Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473,120,0.3,0.2,0,5,160,19,0,16,12,20,0,35,0,150
Skinny Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,591,160,0.3,0.2,0,10,200,24,0,21,15,25,0,50,0,150
Iced Skinny Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354,60,0.1,0.1,0,5,80,9,0,8,6,10,0,20,0,75
Iced Skinny Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473,80,0.2,0.1,0,5,105,12,0,10,7,10,0,20,0,150
Iced Skinny Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,709,110,0.2,0.2,0,5,140,17,0,14,10,15,0,30,0,225
Skinny Mocha,Short,Nonfat,No Whip,236,80,1,0.5,0,5,70,12,2,7,7,8,0,15,30,75
Skinny Mocha,Tall,Nonfat,No Whip,354,130,1,1,0.1,5,115,18,3,12,11,15,0,30,45,75
Skinny Mocha,Grande,Nonfat,No Whip,473,160,1.5,1,0.1,5,140,24,4,15,14,20,0,35,60,150
Skinny Mocha,Venti®,Nonfat,No Whip,591,210,2,1.5,0.1,10,190,30,5,19,18,25,0,45,70,150
Iced Skinny Mocha,Tall,Nonfat,No Whip,354,90,1,0.5,0.1,5,75,13,3,7,7,8,0,15,45,75
Iced Skinny Mocha,Grande,Nonfat,No Whip,473,120,1.5,1,0.1,5,95,17,4,8,9,10,0,20,60,150
Iced Skinny Mocha,Venti®,Nonfat,No Whip,709,170,2.5,1.5,0.1,5,130,25,6,11,13,15,0,30,90,225
Starbucks Doubleshot on Ice,Tall,Nonfat,No Whip,354,70,0,0,0,0,35,14,0,13,3,4,0,8,0,150
Starbucks Doubleshot on Ice,Tall,2%,No Whip,354,80,1,1,0.1,5,35,14,0,13,3,4,0,8,0,150
Starbucks Doubleshot on Ice,Tall,Whole,No Whip,354,90,2,1,0.1,5,35,14,0,13,2,2,0,8,0,150
Starbucks Doubleshot on Ice,Tall,Soy,No Whip,354,70,1,0.1,0,0,30,13,0,11,2,2,0,8,4,150
Starbucks Doubleshot on Ice,Tall,Coconut,No Whip,354,70,1.5,1.5,0,0,30,13,0,12,1,0,0,0,0,150
Starbucks Doubleshot on Ice,Grande,Nonfat,No Whip,473,90,0,0,0,0,35,20,0,18,3,4,0,8,0,225
Starbucks Doubleshot on Ice,Grande,2%,No Whip,473,100,1,1,0.1,5,40,20,0,18,3,4,0,8,0,225
Starbucks Doubleshot on Ice,Grande,Whole,No Whip,473,110,2,1,0.1,5,35,20,0,18,3,2,0,8,0,225
Starbucks Doubleshot on Ice,Grande,Soy,No Whip,473,100,1,0.1,0,0,35,19,0,16,3,2,0,8,4,225
Starbucks Doubleshot on Ice,Grande,Coconut,No Whip,473,90,1.5,1.5,0,0,35,19,0,17,1,0,0,2,0,225
Starbucks Doubleshot on Ice,Venti®,Nonfat,No Whip,709,150,0.1,0.1,0,0,50,33,0,29,4,6,0,10,0,375
Starbucks Doubleshot on Ice,Venti®,2%,No Whip,709,170,2,1,0.1,5,55,33,0,29,4,6,0,10,0,375
Starbucks Doubleshot on Ice,Venti®,Whole,No Whip,709,180,3,1.5,0.1,10,50,33,0,29,4,4,0,10,0,375
Starbucks Doubleshot on Ice,Venti®,Soy,No Whip,709,160,1.5,0.2,0,0,45,31,0,27,4,4,0,10,4,375
Starbucks Doubleshot on Ice,Venti®,Coconut,No Whip,709,150,2,2,0,0,50,32,0,28,2,0,0,2,0,375
White Chocolate Mocha,Short,Nonfat,No Whip,236,180,3,2.5,0,5,115,30,0,29,7,8,0,20,0,75
White Chocolate Mocha,Short,Nonfat,Whip,236,230,8,6,0.2,25,120,32,0,30,7,15,0,25,0,75
White Chocolate Mocha,Short,2%,No Whip,236,200,6,3.5,0.1,15,120,30,0,29,7,8,2,20,0,75
White Chocolate Mocha,Short,2%,Whip,236,250,11,7,0.2,35,125,32,0,30,7,15,2,25,0,75
White Chocolate Mocha,Short,Whole,No Whip,236,210,8,5,0.1,15,115,30,0,29,7,6,0,20,0,75
White Chocolate Mocha,Short,Whole,Whip,236,270,13,8,0.3,35,120,32,0,30,7,15,0,20,0,75
White Chocolate Mocha,Short,Soy,No Whip,236,180,5,2.5,0,5,105,28,1,25,6,6,0,20,8,75
White Chocolate Mocha,Short,Soy,Whip,236,230,10,6,0.2,20,110,29,1,26,6,10,0,25,8,75
White Chocolate Mocha,Short,Coconut,No Whip,236,180,6,5,0,5,115,28,0,27,3,0,0,6,0,75
White Chocolate Mocha,Short,Coconut,Whip,236,230,11,9,0.2,20,120,30,0,28,3,6,0,8,0,75
White Chocolate Mocha,Tall,Nonfat,No Whip,354,270,4.5,3.5,0,10,180,46,0,45,11,15,2,35,0,75
White Chocolate Mocha,Tall,Nonfat,Whip,354,330,10,7,0.2,30,190,48,0,46,12,20,2,35,0,75
White Chocolate Mocha,Tall,2%,No Whip,354,300,9,6,0.1,25,190,46,0,44,11,15,2,35,0,75
White Chocolate Mocha,Tall,2%,Whip,354,370,15,10,0.3,45,200,47,0,46,11,20,2,35,0,75
White Chocolate Mocha,Tall,Whole,No Whip,354,330,12,8,0.2,30,180,46,0,44,11,10,2,35,0,75
White Chocolate Mocha,Tall,Whole,Whip,354,390,18,12,0.4,50,190,47,0,46,11,20,2,35,0,75
White Chocolate Mocha,Tall,Soy,No Whip,354,280,8,4,0,5,170,41,1,38,10,10,2,35,10,75
White Chocolate Mocha,Tall,Soy,Whip,354,340,14,8,0.2,25,170,43,1,40,10,15,2,35,10,75
White Chocolate Mocha,Tall,Coconut,No Whip,354,270,10,9,0,5,180,42,0,41,4,0,2,10,0,75
White Chocolate Mocha,Tall,Coconut,Whip,354,330,16,12,0.2,25,180,44,0,43,4,6,2,10,0,75
White Chocolate Mocha,Grande,Nonfat,No Whip,473,350,6,4.5,0,10,230,61,0,58,14,20,2,45,0,150
White Chocolate Mocha,Grande,Nonfat,Whip,473,420,13,9,0.2,35,240,63,0,60,15,25,2,45,0,150
White Chocolate Mocha,Grande,2%,No Whip,473,400,11,7,0.2,30,240,60,0,58,14,15,2,45,0,150
White Chocolate Mocha,Grande,2%,Whip,473,470,18,12,0.4,55,250,62,0,59,14,25,2,45,0,150
White Chocolate Mocha,Grande,Whole,No Whip,473,430,15,10,0.3,35,230,60,0,58,14,15,2,40,0,150
White Chocolate Mocha,Grande,Whole,Whip,473,500,22,14,0.5,60,240,62,0,59,14,20,2,45,0,150
White Chocolate Mocha,Grande,Soy,No Whip,473,360,10,5,0,5,210,55,1,51,12,10,2,45,15,150
White Chocolate Mocha,Grande,Soy,Whip,473,430,17,10,0.2,30,220,57,1,52,13,20,2,45,15,150
White Chocolate Mocha,Grande,Coconut,No Whip,473,350,12,11,0,5,230,56,0,54,5,0,2,10,0,150
White Chocolate Mocha,Grande,Coconut,Whip,473,420,19,15,0.2,30,230,58,0,56,6,8,2,15,0,150
White Chocolate Mocha,Venti®,Nonfat,No Whip,591,440,7,6,0,15,300,77,0,74,18,25,2,60,2,150
White Chocolate Mocha,Venti®,Nonfat,Whip,591,510,14,10,0.2,40,300,79,0,76,19,30,2,60,2,150
White Chocolate Mocha,Venti®,2%,No Whip,591,500,15,10,0.2,35,320,76,0,74,18,20,4,60,0,150
White Chocolate Mocha,Venti®,2%,Whip,591,580,22,14,0.4,65,320,78,0,75,19,30,4,60,2,150
White Chocolate Mocha,Venti®,Whole,No Whip,591,550,20,13,0.4,45,300,76,0,74,18,20,2,60,2,150
White Chocolate Mocha,Venti®,Whole,Whip,591,620,27,17,0.5,70,310,78,0,75,18,25,2,60,2,150
White Chocolate Mocha,Venti®,Soy,No Whip,591,460,13,6,0,5,270,69,1,64,16,15,2,60,20,150
White Chocolate Mocha,Venti®,Soy,Whip,591,530,20,11,0.2,30,280,71,1,65,16,25,2,60,20,150
White Chocolate Mocha,Venti®,Coconut,No Whip,591,450,16,14,0,5,290,71,0,68,6,0,2,15,0,150
White Chocolate Mocha,Venti®,Coconut,Whip,591,520,23,18,0.2,30,300,73,0,70,7,8,2,15,0,150
Iced White Chocolate Mocha,Tall,Nonfat,No Whip,354,230,4.5,3.5,0,5,135,41,0,40,8,8,2,25,0,75
Iced White Chocolate Mocha,Tall,Nonfat,Whip,354,310,12,8,0.2,35,150,43,0,41,8,15,2,25,0,75
Iced White Chocolate Mocha,Tall,2%,No Whip,354,250,7,5,0.1,15,140,41,0,39,8,8,2,25,0,75
Iced White Chocolate Mocha,Tall,2%,Whip,354,330,15,10,0.3,45,150,43,0,41,8,15,2,25,0,75
Iced White Chocolate Mocha,Tall,Whole,No Whip,354,270,9,6,0.1,15,140,41,0,39,7,6,2,25,0,75
Iced White Chocolate Mocha,Tall,Whole,Whip,354,350,17,11,0.4,45,150,43,0,41,8,15,2,25,0,75
Iced White Chocolate Mocha,Tall,Soy,No Whip,354,240,6,3.5,0,5,130,38,1,36,7,6,2,25,8,75
Iced White Chocolate Mocha,Tall,Soy,Whip,354,320,14,9,0.2,35,140,41,1,38,7,15,2,25,8,75
Iced White Chocolate Mocha,Tall,Coconut,No Whip,354,230,7,6,0,5,135,39,0,37,3,0,2,10,0,75
Iced White Chocolate Mocha,Tall,Coconut,Whip,354,310,15,11,0.2,35,140,41,0,39,4,10,2,10,0,75
Iced White Chocolate Mocha,Grande,Nonfat,No Whip,473,310,6,4.5,0,10,170,54,0,52,10,10,2,30,0,150
Iced White Chocolate Mocha,Grande,Nonfat,Whip,473,420,17,12,0.3,50,190,58,0,55,11,25,2,35,0,150
Iced White Chocolate Mocha,Grande,2%,No Whip,473,330,9,6,0.1,20,180,54,0,52,10,10,2,30,0,150
Iced White Chocolate Mocha,Grande,2%,Whip,473,450,20,13,0.4,60,200,57,0,54,11,20,2,30,0,150
Iced White Chocolate Mocha,Grande,Whole,No Whip,473,350,11,8,0.2,20,180,54,0,52,10,8,2,30,0,150
Iced White Chocolate Mocha,Grande,Whole,Whip,473,470,22,15,0.5,65,190,57,0,54,10,20,2,30,0,150
Iced White Chocolate Mocha,Grande,Soy,No Whip,473,320,8,5,0,5,170,51,1,48,9,6,2,30,10,150
Iced White Chocolate Mocha,Grande,Soy,Whip,473,430,19,12,0.3,45,180,55,1,50,10,20,2,35,10,150
Iced White Chocolate Mocha,Grande,Coconut,No Whip,473,310,9,8,0,5,170,52,0,49,5,0,2,10,0,150
Iced White Chocolate Mocha,Grande,Coconut,Whip,473,420,20,15,0.3,45,180,55,0,52,5,15,2,15,0,150
Iced White Chocolate Mocha,Venti®,Nonfat,No Whip,709,450,9,7,0,10,260,81,0,77,14,15,2,45,0,225
Iced White Chocolate Mocha,Venti®,Nonfat,Whip,709,570,20,14,0.3,55,270,84,0,80,15,25,2,45,2,225
Iced White Chocolate Mocha,Venti®,2%,No Whip,709,490,13,9,0.1,25,270,80,0,77,14,15,4,45,0,225
Iced White Chocolate Mocha,Venti®,2%,Whip,709,600,24,16,0.5,65,280,84,0,79,15,25,4,45,0,225
Iced White Chocolate Mocha,Venti®,Whole,No Whip,709,520,16,11,0.2,30,260,80,0,77,14,10,2,40,0,225
Iced White Chocolate Mocha,Venti®,Whole,Whip,709,630,27,18,0.5,70,270,84,0,79,15,25,2,45,2,225
Iced White Chocolate Mocha,Venti®,Soy,No Whip,709,470,12,7,0,10,250,77,1,71,13,10,2,45,10,225
Iced White Chocolate Mocha,Venti®,Soy,Whip,709,580,23,14,0.3,50,260,80,1,74,14,20,2,45,10,225
Iced White Chocolate Mocha,Venti®,Coconut,No Whip,709,450,13,12,0,10,250,77,0,73,7,0,2,20,0,225
Iced White Chocolate Mocha,Venti®,Coconut,Whip,709,570,25,19,0.3,50,260,80,0,76,8,15,2,20,0,225
Iced Black Tea,Tall,No Milk,No Whip,354,60,0,0,0,0,5,15,0,15,0,0,0,0,0,20
Iced Black Tea,Venti®,No Milk,No Whip,709,120,0,0,0,0,15,30,0,30,0,0,0,2,0,40
Iced Black Tea,Trenta,No Milk,No Whip,887,140,0,0,0,0,20,35,0,34,0,0,0,2,0,50
Iced Black Tea Lemonade,Tall,No Milk,No Whip,354,90,0,0,0,0,5,24,0,24,0.1,0,10,0,0,20
Iced Black Tea Lemonade,Grande,No Milk,No Whip,473,120,0,0,0,0,5,32,0,32,0.1,0,15,0,0,25
Iced Black Tea Lemonade,Venti®,No Milk,No Whip,709,190,0,0,0,0,10,48,0,47,0.1,0,20,2,0,40
Iced Black Tea Lemonade,Trenta,No Milk,No Whip,887,220,0,0,0,0,10,58,0,57,0.1,0,25,2,0,50
Chai Tea Latte,Short,Nonfat,No Whip,236,100,0.1,0.1,0,0,50,22,0,21,4,6,0,10,0,50
Chai Tea Latte,Short,2%,No Whip,236,120,2,1,0.1,10,55,22,0,21,4,6,0,10,0,50
Chai Tea Latte,Short,Whole,No Whip,236,130,3.5,2,0.1,10,55,22,0,21,4,6,0,10,0,50
Chai Tea Latte,Short,Soy,No Whip,236,110,1.5,0.2,0,0,45,20,0,18,3,4,0,10,6,50
Chai Tea Latte,Short,Coconut,No Whip,236,100,2.5,2.5,0,0,50,21,0,19,1,0,0,0,0,50
Chai Tea Latte,Tall,Nonfat,No Whip,354,160,0.2,0.1,0,5,80,34,0,32,6,10,0,20,2,70
Chai Tea Latte,Tall,2%,No Whip,354,190,3.5,1.5,0.1,15,90,34,0,32,6,10,0,20,2,70
Chai Tea Latte,Tall,Whole,No Whip,354,200,6,3,0.2,15,80,34,0,32,6,8,0,20,2,70
Chai Tea Latte,Tall,Soy,No Whip,354,160,2.5,0.3,0,0,70,31,1,28,5,6,0,20,10,70
Chai Tea Latte,Tall,Coconut,No Whip,354,160,3.5,3.5,0,0,75,31,0,29,1,0,0,0,2,70
Chai Tea Latte,Grande,Nonfat,No Whip,473,210,0.2,0.1,0,5,105,45,0,43,8,15,0,25,2,95
Chai Tea Latte,Grande,2%,No Whip,473,240,4.5,2,0.1,20,115,45,0,42,8,10,0,25,2,95
Chai Tea Latte,Grande,Whole,No Whip,473,270,7,4,0.2,20,105,45,0,42,7,10,0,25,2,95
Chai Tea Latte,Grande,Soy,No Whip,473,220,3.5,0.4,0,0,90,41,1,37,6,8,0,25,10,95
Chai Tea Latte,Grande,Coconut,No Whip,473,210,4.5,4.5,0,0,95,41,0,39,1,0,0,0,2,95
Chai Tea Latte,Venti®,Nonfat,No Whip,591,260,0.3,0.2,0,5,135,57,0,54,10,15,0,35,2,120
Chai Tea Latte,Venti®,2%,No Whip,591,310,6,3,0.2,25,150,56,0,53,10,15,2,30,2,120
Chai Tea Latte,Venti®,Whole,No Whip,591,340,9,5,0.3,30,135,56,0,53,10,15,0,30,2,120
Chai Tea Latte,Venti®,Soy,No Whip,591,280,4.5,0.5,0,0,115,51,1,46,8,10,0,30,15,120
Chai Tea Latte,Venti®,Coconut,No Whip,591,260,6,6,0,0,120,52,0,48,1,0,0,0,2,120
Iced Chai Tea Latte,Tall,Nonfat,No Whip,354,150,0.2,0.1,0,5,75,33,0,31,6,10,0,20,2,70
Iced Chai Tea Latte,Tall,2%,No Whip,354,180,3,1.5,0.1,10,80,33,0,31,5,8,0,15,2,70
Iced Chai Tea Latte,Tall,Whole,No Whip,354,190,5,3,0.1,15,75,33,0,31,5,8,0,15,2,70
Iced Chai Tea Latte,Tall,Soy,No Whip,354,160,2.5,0.3,0,0,70,30,1,27,5,6,0,20,8,70
Iced Chai Tea Latte,Tall,Coconut,No Whip,354,150,3.5,3,0,0,70,31,0,29,1,0,0,0,2,70
Iced Chai Tea Latte,Grande,Nonfat,No Whip,473,200,0.2,0.1,0,5,100,44,0,42,8,15,0,25,2,95
Iced Chai Tea Latte,Grande,2%,No Whip,473,240,4,2,0.1,15,110,44,0,42,7,10,0,25,2,95
Iced Chai Tea Latte,Grande,Whole,No Whip,473,260,7,4,0.2,20,105,44,0,42,7,10,0,20,2,95
Iced Chai Tea Latte,Grande,Soy,No Whip,473,220,3.5,0.4,0,0,90,41,1,37,6,8,0,25,10,95
Iced Chai Tea Latte,Grande,Coconut,No Whip,473,200,4.5,4.5,0,0,95,41,0,38,1,0,0,0,2,95
Iced Chai Tea Latte,Venti®,Nonfat,No Whip,709,300,0.3,0.2,0,5,140,65,0,62,11,20,0,35,2,145
Iced Chai Tea Latte,Venti®,2%,No Whip,709,350,6,3,0.2,25,160,65,0,61,10,15,2,35,2,145
